station_id,day_type,slot,median,mean,p10,p90,n
05000,laboral,39,143.5,148.2,119.8,175.2,30
05000,laboral,40,148.0,147.33333333333334,111.2,179.2,30
05000,laboral,41,135.5,139.06666666666666,111.9,158.4,30
05000,laboral,42,133.5,135.1,107.10000000000001,153.5,30
05000,laboral,43,130.0,129.3,102.9,149.3,30
05000,laboral,44,136.0,137.83333333333334,114.3,162.0,30
05000,laboral,45,132.0,133.9,109.7,158.0,30
05000,laboral,46,132.0,138.56666666666666,107.9,164.8,30
05000,laboral,47,132.5,132.23333333333332,100.5,163.0,30
05000,laboral,48,133.5,134.86666666666667,116.9,158.3,30
05000,laboral,49,134.0,135.56666666666666,117.5,155.5,30
05000,laboral,50,133.5,137.6,105.7,170.3,30
05000,laboral,51,136.0,137.53333333333333,111.9,160.0,30
05000,laboral,52,136.0,138.55555555555554,113.8,163.8,27
05000,laboral,53,151.0,154.22222222222223,125.2,187.8,27
05000,laboral,54,159.0,156.22222222222223,127.2,182.0,27
05000,laboral,55,166.0,166.62962962962962,137.0,196.0,27
05000,laboral,56,169.0,170.33333333333334,136.0,204.20000000000002,27
05000,laboral,57,193.0,191.8148148148148,151.0,216.0,27
05000,laboral,58,209.0,208.22222222222223,175.0,236.40000000000003,27
05000,laboral,59,239.0,233.85185185185185,192.8,270.0,27
05000,laboral,60,263.0,260.14814814814815,224.0,293.0,27
05000,laboral,61,292.0,294.6666666666667,243.4,340.8,27
05000,laboral,62,332.0,341.77777777777777,277.0,410.6000000000001,27
05000,laboral,63,377.0,377.037037037037,308.0,437.0,27
05000,laboral,64,417.0,415.77777777777777,330.0,503.80000000000007,27
05000,laboral,65,454.0,471.51851851851853,377.2,564.8000000000001,27
05000,laboral,66,487.0,493.6666666666667,404.2,571.4000000000001,27
05000,laboral,67,540.0,536.8518518518518,444.6,605.2,27
05000,laboral,68,617.0,635.1851851851852,557.0,765.2,27
05000,laboral,69,654.0,659.3333333333334,549.2,787.2,27
05000,laboral,70,661.0,666.6296296296297,535.8,808.8000000000001,27
05000,laboral,71,628.0,632.074074074074,523.2,767.4,27
05000,laboral,72,705.0,699.4814814814815,582.4,829.6,27
05000,laboral,73,704.0,684.3333333333334,577.0,787.6,27
05000,laboral,74,630.0,644.6296296296297,545.8,815.6000000000001,27
05000,laboral,75,625.0,633.5925925925926,536.8,729.0,27
05000,laboral,76,528.0,541.5925925925926,450.6,655.6,27
05000,laboral,77,517.0,525.074074074074,453.8,604.8000000000001,27
05000,laboral,78,480.0,477.48148148148147,390.8,552.2,27
05000,laboral,79,436.0,422.1111111111111,342.6,490.4,27
05000,laboral,80,360.0,368.55555555555554,303.8,455.40000000000003,27
05000,laboral,81,311.0,320.22222222222223,271.0,384.20000000000005,27
05000,laboral,82,305.0,301.18518518518516,252.8,342.20000000000005,27
05000,laboral,83,250.0,254.0,214.0,294.00000000000006,27
05000,laboral,84,235.0,237.14814814814815,193.4,266.8,27
05000,laboral,85,192.0,202.77777777777777,163.0,244.8,27
05000,laboral,86,186.0,186.14814814814815,153.6,215.0,27
05000,laboral,87,167.0,168.77777777777777,146.4,199.0,27
05000,laboral,88,165.0,165.44444444444446,136.6,194.20000000000002,27
05000,laboral,89,156.0,159.37037037037038,129.8,199.8,27
05000,laboral,90,147.0,147.92592592592592,125.6,177.4,27
05000,laboral,91,140.0,143.59259259259258,122.6,169.00000000000003,27
05000,laboral,92,134.0,141.77777777777777,122.0,171.4,27
05000,laboral,93,135.0,137.2962962962963,118.2,161.60000000000002,27
05000,laboral,94,134.0,133.33333333333334,114.0,156.0,27
05000,laboral,95,129.0,131.92592592592592,109.4,160.8,27
05000,fin_de_semana,0,98.5,101.0,86.2,123.0,12
05000,fin_de_semana,1,115.5,117.16666666666667,95.7,137.7,12
05000,fin_de_semana,2,103.0,104.66666666666667,89.5,120.9,12
05000,fin_de_semana,3,104.0,103.91666666666667,83.1,121.7,12
05000,fin_de_semana,4,109.0,107.83333333333333,89.5,131.2,12
05000,fin_de_semana,5,102.0,104.83333333333333,84.2,123.3,12
05000,fin_de_semana,6,112.5,117.58333333333333,91.0,145.9,12
05000,fin_de_semana,7,100.5,104.91666666666667,92.2,124.4,12
05000,fin_de_semana,8,95.0,103.66666666666667,85.2,142.70000000000002,12
05000,fin_de_semana,9,106.0,107.41666666666667,96.1,129.0,12
05000,fin_de_semana,10,107.5,106.91666666666667,96.0,121.5,12
05000,fin_de_semana,11,107.5,107.33333333333333,80.2,125.9,12
05000,fin_de_semana,12,106.5,104.16666666666667,85.7,119.8,12
05000,fin_de_semana,13,139.0,135.58333333333334,105.1,156.9,12
05000,fin_de_semana,14,145.0,140.41666666666666,111.5,163.3,12
05000,fin_de_semana,15,150.5,152.66666666666666,139.0,184.5,12
05000,fin_de_semana,16,175.5,188.41666666666666,153.2,227.1,12
05000,fin_de_semana,17,253.5,252.25,220.1,279.7,12
05000,fin_de_semana,18,291.5,309.1666666666667,262.1,374.2,12
05000,fin_de_semana,19,375.5,380.6666666666667,334.0,430.90000000000003,12
05000,fin_de_semana,20,504.0,511.5,445.1,583.1,12
05000,fin_de_semana,21,635.5,613.9166666666666,518.1,710.1,12
05000,fin_de_semana,22,733.0,748.9166666666666,638.4,899.3000000000001,12
05000,fin_de_semana,23,836.5,844.5833333333334,763.9,948.6,12
05000,fin_de_semana,24,940.0,973.5,879.7,1101.0,12
05000,fin_de_semana,25,978.0,989.3333333333334,833.5,1142.5,12
05000,fin_de_semana,26,987.0,998.2307692307693,888.6,1103.4,13
05000,fin_de_semana,27,945.0,923.2307692307693,742.8,1025.2,13
05000,fin_de_semana,28,801.0,823.4615384615385,746.2,930.8000000000001,13
05000,fin_de_semana,29,822.0,821.6153846153846,668.8,972.6,13
05000,fin_de_semana,30,675.0,681.6923076923077,619.0,750.6,13
05000,fin_de_semana,31,617.0,604.3076923076923,481.8,693.4,13
05000,fin_de_semana,32,530.0,510.6923076923077,402.2,565.4,13
05000,fin_de_semana,33,374.0,370.0769230769231,319.0,417.40000000000003,13
05000,fin_de_semana,34,306.0,306.6923076923077,271.4,348.4,13
05000,fin_de_semana,35,233.0,237.46153846153845,209.2,271.4,13
05000,fin_de_semana,36,197.0,193.6153846153846,171.0,209.2,13
05000,fin_de_semana,37,160.0,163.6153846153846,132.4,196.0,13
05000,fin_de_semana,38,142.0,141.0,124.2,162.0,13
05000,fin_de_semana,39,118.0,124.15384615384616,103.0,150.8,13
05000,fin_de_semana,40,124.0,122.61538461538461,110.0,138.8,13
05000,fin_de_semana,41,126.0,126.07692307692308,118.4,141.8,13
05000,fin_de_semana,42,118.0,116.0,93.6,135.6,13
05000,fin_de_semana,43,105.0,105.38461538461539,88.0,120.4,13
05000,fin_de_semana,44,107.0,107.3076923076923,87.2,126.6,13
05000,fin_de_semana,45,94.0,101.15384615384616,85.6,116.0,13
05000,fin_de_semana,46,108.0,106.3076923076923,83.2,128.8,13
05000,fin_de_semana,47,111.0,115.0,91.8,137.4,13
05000,fin_de_semana,48,124.0,120.61538461538461,100.0,131.8,13
05000,fin_de_semana,49,107.0,110.92307692307692,94.0,128.8,13
05000,fin_de_semana,50,112.0,110.92307692307692,102.2,124.8,13
05000,fin_de_semana,51,120.0,122.23076923076923,104.2,146.60000000000002,13
05000,fin_de_semana,52,115.0,121.23076923076923,98.8,142.6,13
05000,fin_de_semana,53,132.0,125.46153846153847,89.2,149.4,13
05000,fin_de_semana,54,133.0,130.53846153846155,91.60000000000001,155.60000000000002,13
05000,fin_de_semana,55,130.0,130.46153846153845,107.4,148.4,13
05000,fin_de_semana,56,134.0,134.69230769230768,109.0,155.8,13
05000,fin_de_semana,57,155.0,157.23076923076923,132.6,182.2,13
05000,fin_de_semana,58,168.0,165.07692307692307,147.6,179.6,13
05000,fin_de_semana,59,201.0,201.92307692307693,180.8,234.4,13
05000,fin_de_semana,60,211.0,220.15384615384616,176.8,290.8,13
05000,fin_de_semana,61,241.0,244.23076923076923,212.2,288.40000000000003,13
05000,fin_de_semana,62,313.0,305.2307692307692,252.20000000000002,349.0,13
05000,fin_de_semana,63,294.0,300.61538461538464,245.0,375.8,13
05000,fin_de_semana,64,343.0,340.84615384615387,273.6,423.8,13
05000,fin_de_semana,65,397.0,390.7692307692308,335.0,443.2,13
05000,fin_de_semana,66,417.0,445.0,379.8,500.2,13
05000,fin_de_semana,67,444.0,460.3076923076923,390.4,531.6,13
05000,fin_de_semana,68,468.0,466.3076923076923,398.2,553.0,13
05000,fin_de_semana,69,522.0,531.0769230769231,453.8,610.0,13
05000,fin_de_semana,70,550.0,582.6923076923077,519.2,707.8000000000001,13
05000,fin_de_semana,71,575.0,568.0,488.8,664.2,13
05000,fin_de_semana,72,558.0,557.5384615384615,479.4,629.0,13
05000,fin_de_semana,73,568.0,588.4615384615385,486.6,732.4,13
05000,fin_de_semana,74,520.0,523.4615384615385,473.6,566.8000000000001,13
05000,fin_de_semana,75,508.0,505.0,443.6,555.6,13
05000,fin_de_semana,76,422.0,430.61538461538464,365.2,504.6,13
05000,fin_de_semana,77,415.0,421.7692307692308,345.2,477.8,13
05000,fin_de_semana,78,369.0,378.6923076923077,314.2,444.0,13
05000,fin_de_semana,79,330.0,326.7692307692308,245.6,421.00000000000006,13
05000,fin_de_semana,80,321.0,310.61538461538464,243.2,370.6,13
05000,fin_de_semana,81,259.0,261.6923076923077,218.4,309.8,13
05000,fin_de_semana,82,238.0,249.69230769230768,210.6,309.6,13
05000,fin_de_semana,83,201.0,204.46153846153845,165.6,241.8,13
05000,fin_de_semana,84,173.0,176.76923076923077,152.4,210.60000000000002,13
05000,fin_de_semana,85,195.0,186.76923076923077,158.2,205.4,13
05000,fin_de_semana,86,145.0,145.76923076923077,123.0,174.20000000000002,13
05000,fin_de_semana,87,148.0,141.0,121.0,160.6,13
05000,fin_de_semana,88,124.0,121.84615384615384,99.2,143.8,13
05000,fin_de_semana,89,118.0,118.3076923076923,103.6,130.8,13
05000,fin_de_semana,90,115.0,117.15384615384616,90.2,140.4,13
05000,fin_de_semana,91,106.0,108.46153846153847,83.8,132.4,13
05000,fin_de_semana,92,117.0,119.23076923076923,93.8,140.8,13
05000,fin_de_semana,93,112.0,110.23076923076923,98.0,119.8,13
05000,fin_de_semana,94,108.0,109.07692307692308,96.2,120.8,13
05000,fin_de_semana,95,103.0,106.53846153846153,85.6,128.6,13
05100,laboral,0,299.5,290.7142857142857,231.6,339.7,28
05100,laboral,1,295.5,297.17857142857144,243.6,351.1,28
05100,laboral,2,285.0,286.25,238.2,340.5,28
05100,laboral,3,290.5,296.25,260.4,342.0,28
05100,laboral,4,299.0,293.10714285714283,245.0,357.5,28
05100,laboral,5,300.5,293.42857142857144,231.3,340.2,28
05100,laboral,6,299.0,295.0357142857143,254.4,321.8,28
05100,laboral,7,287.0,284.89285714285717,229.2,330.5,28
05100,laboral,8,314.5,301.42857142857144,235.7,327.0,28
05100,laboral,9,289.5,294.82142857142856,247.0,343.9,28
05100,laboral,10,293.5,286.07142857142856,233.1,323.6,28
05100,laboral,11,304.0,308.48387096774195,245.0,373.0,31
05100,laboral,12,303.0,301.3225806451613,254.0,360.0,31
05100,laboral,13,301.0,309.06451612903226,263.0,365.0,31
05100,laboral,14,309.0,311.03225806451616,271.0,363.0,31
05100,laboral,15,335.0,323.4193548387097,266.0,375.0,31
05100,laboral,16,347.0,350.0967741935484,279.0,411.0,31
05100,laboral,17,377.0,376.8709677419355,332.0,429.0,31
05100,laboral,18,435.0,435.03225806451616,365.0,512.0,31
05100,laboral,19,504.0,508.19354838709677,423.0,598.0,31
05100,laboral,20,560.0,551.483870967742,442.0,649.0,31
05100,laboral,21,597.0,618.7096774193549,544.0,726.0,31
05100,laboral,22,741.0,748.5806451612904,647.0,835.0,31
05100,laboral,23,868.0,869.6129032258065,749.0,1013.0,31
05100,laboral,24,1019.0,1008.9354838709677,878.0,1140.0,31
05100,laboral,25,1119.0,1093.4516129032259,929.0,1255.0,31
05100,laboral,26,1177.5,1226.21875,1046.2,1503.5,32
05100,laboral,27,1317.5,1324.125,1131.5,1540.6000000000001,32
05100,laboral,28,1386.5,1423.3125,1186.8,1689.3,32
05100,laboral,29,1481.5,1473.34375,1073.7,1714.1000000000001,32
05100,laboral,30,1425.0,1391.6875,1179.1,1582.9,32
05100,laboral,31,1309.5,1323.625,1145.8,1547.7,32
05100,laboral,32,1317.5,1324.375,1108.3,1593.2,32
05100,laboral,33,1156.5,1178.9375,1024.1,1354.1000000000001,32
05100,laboral,34,1031.5,1064.34375,942.9,1236.8000000000002,32
05100,laboral,35,928.0,933.84375,815.0,1038.9,32
05100,laboral,36,862.0,853.96875,711.4,976.9,32
05100,laboral,37,693.5,715.6,595.8,863.3000000000001,30
05100,laboral,38,618.5,619.3,527.0,697.7,30
05100,laboral,39,491.0,506.26666666666665,404.2,601.1,30
05100,laboral,40,459.5,456.0,376.4,536.2,30
05100,laboral,41,407.5,399.73333333333335,328.7,480.1,30
05100,laboral,42,353.5,363.56666666666666,315.1,437.40000000000003,30
05100,laboral,43,325.5,328.76666666666665,285.6,358.6,30
05100,laboral,44,298.0,298.8666666666667,254.7,337.6,30
05100,laboral,45,288.5,296.3666666666667,242.7,340.90000000000003,30
05100,laboral,46,292.5,300.6333333333333,236.6,367.2,30
05100,laboral,47,310.0,298.8333333333333,219.5,348.1,30
05100,laboral,48,277.5,283.96666666666664,248.5,339.2,30
05100,laboral,49,295.5,291.1,238.3,341.2,30
05100,laboral,50,295.5,299.8333333333333,250.5,353.90000000000003,30
05100,laboral,51,295.0,302.06666666666666,248.5,373.5,30
05100,laboral,52,315.0,309.962962962963,234.2,372.8,27
05100,laboral,53,294.0,302.8888888888889,254.8,361.40000000000003,27
05100,laboral,54,302.0,307.25925925925924,244.8,381.00000000000006,27
05100,laboral,55,324.0,316.7037037037037,267.6,375.8,27
05100,laboral,56,345.0,334.74074074074076,269.0,396.2,27
05100,laboral,57,361.0,359.51851851851853,298.8,423.40000000000003,27
05100,laboral,58,402.0,398.14814814814815,348.2,440.2,27
05100,laboral,59,457.0,439.8888888888889,366.2,507.0,27
05100,laboral,60,478.0,503.037037037037,413.0,614.2,27
05100,laboral,61,549.0,557.7037037037037,487.8,645.4,27
05100,laboral,62,651.0,666.8148148148148,575.2,794.4,27
05100,laboral,63,708.0,723.074074074074,644.6,814.0,27
05100,laboral,64,835.0,866.925925925926,723.0,1044.8,27
05100,laboral,65,1007.0,983.8518518518518,844.8,1100.2,27
05100,laboral,66,1075.0,1064.5555555555557,870.2,1240.4,27
05100,laboral,67,1205.0,1200.5925925925926,1031.0,1383.0000000000002,27
05100,laboral,68,1294.0,1284.8148148148148,1079.4,1460.8000000000002,27
05100,laboral,69,1305.0,1315.037037037037,1053.0,1591.4,27
05100,laboral,70,1356.0,1347.7037037037037,1056.2,1594.8000000000002,27
05100,laboral,71,1415.0,1381.5925925925926,1155.8,1580.2,27
05100,laboral,72,1385.0,1416.037037037037,1190.6,1678.8,27
05100,laboral,73,1328.0,1369.7407407407406,1251.0,1503.2000000000003,27
05100,laboral,74,1252.0,1243.3703703703704,1087.4,1432.8,27
05100,laboral,75,1145.0,1156.4074074074074,1022.2,1277.0,27
05100,laboral,76,1042.0,1036.962962962963,882.8,1187.0000000000002,27
05100,laboral,77,913.0,919.5185185185185,788.4,1093.0,27
05100,laboral,78,789.0,795.2592592592592,634.8,911.6,27
05100,laboral,79,740.0,727.8518518518518,605.4,835.8000000000001,27
05100,laboral,80,600.0,596.5555555555555,526.2,659.0000000000001,27
05100,laboral,81,505.0,517.7777777777778,427.2,600.8000000000001,27
05100,laboral,82,463.0,457.44444444444446,355.8,538.0,27
05100,laboral,83,385.0,384.4074074074074,313.0,452.8,27
05100,laboral,84,359.0,361.3333333333333,312.4,417.40000000000003,27
05100,laboral,85,358.0,351.3703703703704,290.4,395.8,27
05100,laboral,86,324.0,324.8888888888889,261.2,376.40000000000003,27
05100,laboral,87,313.0,304.48148148148147,262.0,348.6,27
05100,laboral,88,309.0,306.55555555555554,266.2,335.8,27
05100,laboral,89,281.0,284.77777777777777,249.4,341.2,27
05100,laboral,90,286.0,288.14814814814815,235.0,339.8,27
05100,laboral,91,301.0,298.0740740740741,246.2,348.0,27
05100,laboral,92,302.0,297.4074074074074,247.2,335.4,27
05100,laboral,93,286.0,293.44444444444446,231.8,338.4,27
05100,laboral,94,274.0,280.962962962963,237.8,336.8,27
05100,laboral,95,293.0,299.18518518518516,261.0,343.20000000000005,27
05100,fin_de_semana,0,264.5,251.83333333333334,201.8,285.0,12
05100,fin_de_semana,1,252.5,246.25,198.8,279.6,12
05100,fin_de_semana,2,244.5,232.08333333333334,165.0,280.5,12
05100,fin_de_semana,3,217.0,215.25,180.0,265.6,12
05100,fin_de_semana,4,221.5,214.5,167.7,241.9,12
05100,fin_de_semana,5,232.5,242.41666666666666,199.3,298.1,12
05100,fin_de_semana,6,221.0,227.58333333333334,187.2,260.8,12
05100,fin_de_semana,7,230.0,241.75,204.0,294.3,12
05100,fin_de_semana,8,228.0,229.16666666666666,181.6,270.3,12
05100,fin_de_semana,9,231.5,235.16666666666666,216.4,263.5,12
05100,fin_de_semana,10,237.0,238.08333333333334,207.0,261.8,12
05100,fin_de_semana,11,243.5,249.41666666666666,216.7,303.3,12
05100,fin_de_semana,12,246.5,250.5,214.1,287.1,12
05100,fin_de_semana,13,233.0,237.83333333333334,194.9,277.0,12
05100,fin_de_semana,14,241.5,243.25,215.3,284.6,12
05100,fin_de_semana,15,258.0,254.33333333333334,210.4,289.4,12
05100,fin_de_semana,16,258.0,263.4166666666667,234.3,306.0,12
05100,fin_de_semana,17,336.0,336.5,300.3,376.7,12
05100,fin_de_semana,18,348.0,343.25,300.2,381.7,12
05100,fin_de_semana,19,398.5,407.3333333333333,333.2,486.7,12
05100,fin_de_semana,20,461.0,455.75,333.40000000000003,536.5,12
05100,fin_de_semana,21,493.5,507.1666666666667,417.7,627.8000000000001,12
05100,fin_de_semana,22,670.5,644.5833333333334,496.4,731.1,12
05100,fin_de_semana,23,710.5,725.75,669.6,787.2,12
05100,fin_de_semana,24,774.5,793.5,704.6,917.8000000000001,12
05100,fin_de_semana,25,1004.0,922.6666666666666,699.9,1053.6,12
05100,fin_de_semana,26,1019.0,1015.8461538461538,861.6,1180.2,13
05100,fin_de_semana,27,1153.0,1173.6923076923076,1093.2,1225.6,13
05100,fin_de_semana,28,1165.0,1175.076923076923,1019.2,1358.4,13
05100,fin_de_semana,29,1188.0,1204.5384615384614,1099.0,1353.4,13
05100,fin_de_semana,30,1218.0,1213.5384615384614,1041.4,1362.4,13
05100,fin_de_semana,31,1187.0,1124.6923076923076,828.2,1309.8,13
05100,fin_de_semana,32,1045.0,1107.1538461538462,978.0,1295.8,13
05100,fin_de_semana,33,997.0,1003.5384615384615,881.4,1115.2,13
05100,fin_de_semana,34,883.0,889.7692307692307,766.6,1000.0,13
05100,fin_de_semana,35,754.0,749.6153846153846,673.8,836.8000000000001,13
05100,fin_de_semana,36,656.0,649.8461538461538,543.4,734.2,13
05100,fin_de_semana,37,617.0,608.4615384615385,521.8,712.0,13
05100,fin_de_semana,38,500.0,488.3076923076923,408.8,560.0,13
05100,fin_de_semana,39,415.0,419.38461538461536,343.6,500.8,13
05100,fin_de_semana,40,380.0,372.46153846153845,301.6,424.8,13
05100,fin_de_semana,41,362.0,335.9230769230769,279.4,380.8,13
05100,fin_de_semana,42,294.0,291.61538461538464,232.20000000000002,336.20000000000005,13
05100,fin_de_semana,43,273.0,278.7692307692308,204.6,358.6,13
05100,fin_de_semana,44,263.0,260.46153846153845,210.6,300.0,13
05100,fin_de_semana,45,262.0,263.3076923076923,231.6,296.4,13
05100,fin_de_semana,46,247.0,258.38461538461536,221.4,312.6,13
05100,fin_de_semana,47,251.0,240.15384615384616,194.4,278.2,13
05100,fin_de_semana,48,249.0,243.3846153846154,205.0,268.4,13
05100,fin_de_semana,49,235.0,247.92307692307693,196.8,302.0,13
05100,fin_de_semana,50,243.0,243.53846153846155,208.20000000000002,270.8,13
05100,fin_de_semana,51,247.0,240.84615384615384,174.0,298.8,13
05100,fin_de_semana,52,236.0,249.0,207.0,304.6,13
05100,fin_de_semana,53,230.0,242.3846153846154,198.6,286.8,13
05100,fin_de_semana,54,244.0,251.76923076923077,214.6,295.40000000000003,13
05100,fin_de_semana,55,254.0,258.84615384615387,228.8,290.6,13
05100,fin_de_semana,56,280.0,282.84615384615387,235.4,342.20000000000005,13
05100,fin_de_semana,57,295.0,289.61538461538464,241.0,330.0,13
05100,fin_de_semana,58,320.0,317.6923076923077,265.6,358.0,13
05100,fin_de_semana,59,346.0,346.9230769230769,287.0,415.0,13
05100,fin_de_semana,60,426.0,414.84615384615387,339.6,452.40000000000003,13
05100,fin_de_semana,61,478.0,494.0,432.4,582.0,13
05100,fin_de_semana,62,524.0,551.0769230769231,447.4,692.8000000000001,13
05100,fin_de_semana,63,604.0,628.2307692307693,543.2,719.0,13
05100,fin_de_semana,64,675.0,692.0769230769231,615.6,792.2,13
05100,fin_de_semana,65,740.0,739.6923076923077,610.6,849.4000000000001,13
05100,fin_de_semana,66,956.0,936.9230769230769,771.0,1034.6,13
05100,fin_de_semana,67,1009.0,951.9230769230769,736.8,1095.2,13
05100,fin_de_semana,68,1030.0,1039.2307692307693,931.4,1166.6,13
05100,fin_de_semana,69,1050.0,1042.923076923077,902.4,1183.8,13
05100,fin_de_semana,70,1216.0,1225.6923076923076,961.6,1504.4,13
05100,fin_de_semana,71,1092.0,1160.1538461538462,964.8,1403.2,13
05100,fin_de_semana,72,1078.0,1104.7692307692307,940.0,1273.4,13
05100,fin_de_semana,73,1153.0,1156.4615384615386,1055.0,1235.8,13
05100,fin_de_semana,74,1070.0,1059.4615384615386,910.8,1184.0,13
05100,fin_de_semana,75,922.0,903.6153846153846,718.4,1038.2,13
05100,fin_de_semana,76,845.0,845.9230769230769,742.4,956.2,13
05100,fin_de_semana,77,738.0,756.4615384615385,637.8,876.4,13
05100,fin_de_semana,78,638.0,629.3846153846154,537.8,705.6,13
05100,fin_de_semana,79,595.0,604.1538461538462,493.40000000000003,720.8000000000001,13
05100,fin_de_semana,80,516.0,520.2307692307693,447.6,594.6,13
05100,fin_de_semana,81,418.0,434.0769230769231,384.8,497.8,13
05100,fin_de_semana,82,389.0,391.84615384615387,315.4,457.8,13
05100,fin_de_semana,83,311.0,324.2307692307692,260.2,382.40000000000003,13
05100,fin_de_semana,84,306.0,309.6923076923077,275.4,331.0,13
05100,fin_de_semana,85,282.0,276.3076923076923,225.20000000000002,310.8,13
05100,fin_de_semana,86,273.0,274.7692307692308,229.8,334.20000000000005,13
05100,fin_de_semana,87,253.0,250.15384615384616,206.0,304.2,13
05100,fin_de_semana,88,238.0,239.76923076923077,204.2,266.0,13
05100,fin_de_semana,89,234.0,240.46153846153845,204.8,283.40000000000003,13
05100,fin_de_semana,90,263.0,263.6923076923077,208.8,322.20000000000005,13
05100,fin_de_semana,91,218.0,230.84615384615384,195.4,277.2,13
05100,fin_de_semana,92,245.0,241.0,206.0,267.4,13
05100,fin_de_semana,93,216.0,225.07692307692307,189.4,271.8,13
05100,fin_de_semana,94,235.0,220.76923076923077,186.0,242.0,13
05100,fin_de_semana,95,222.0,236.15384615384616,200.6,297.8,13
06000,laboral,0,256.5,256.0357142857143,212.3,302.6,28
06000,laboral,1,255.5,252.71428571428572,190.8,292.8,28
06000,laboral,2,253.5,252.14285714285714,209.8,289.3,28
06000,laboral,3,268.5,264.0357142857143,194.8,313.8,28
06000,laboral,4,259.5,261.64285714285717,234.9,296.8,28
06000,laboral,5,247.5,251.5,209.6,291.5,28
06000,laboral,6,255.5,254.14285714285714,218.7,282.90000000000003,28
06000,laboral,7,259.0,257.57142857142856,215.0,295.1,28
06000,laboral,8,252.0,255.92857142857142,206.7,322.8,28
06000,laboral,9,255.0,247.17857142857142,191.8,288.3,28
06000,laboral,10,251.0,262.39285714285717,191.3,342.1,28
06000,laboral,11,238.0,244.2258064516129,198.0,297.0,31
06000,laboral,12,240.0,245.03225806451613,208.0,297.0,31
06000,laboral,13,273.0,264.2903225806452,204.0,308.0,31
06000,laboral,14,274.0,268.35483870967744,212.0,320.0,31
06000,laboral,15,267.0,266.64516129032256,229.0,302.0,31
06000,laboral,16,282.0,281.4516129032258,213.0,343.0,31
06000,laboral,17,296.0,289.5806451612903,230.0,340.0,31
06000,laboral,18,299.0,308.38709677419354,246.0,378.0,31
06000,laboral,19,359.0,358.83870967741933,307.0,405.0,31
06000,laboral,20,390.0,386.2258064516129,303.0,450.0,31
06000,laboral,21,483.0,475.8709677419355,399.0,546.0,31
06000,laboral,22,525.0,548.4193548387096,454.0,656.0,31
06000,laboral,23,619.0,627.483870967742,522.0,727.0,31
06000,laboral,24,711.0,744.2903225806451,623.0,891.0,31
06000,laboral,25,808.0,820.6129032258065,712.0,958.0,31
06000,laboral,26,919.0,923.5,718.3,1095.6000000000001,32
06000,laboral,27,1020.5,1053.53125,847.4,1270.7,32
06000,laboral,28,1114.0,1151.46875,1015.3,1380.7,32
06000,laboral,29,1181.5,1167.75,946.5,1336.0,32
06000,laboral,30,1226.0,1241.90625,1068.8,1465.3,32
06000,laboral,31,1195.0,1242.1875,1072.2,1473.2,32
06000,laboral,32,1228.5,1242.21875,1045.4,1487.7,32
06000,laboral,33,1161.0,1159.78125,1002.1,1367.8000000000002,32
06000,laboral,34,1012.0,1033.8125,816.8,1225.6000000000001,32
06000,laboral,35,966.5,987.53125,865.1,1152.6000000000001,32
06000,laboral,36,813.5,830.40625,702.4,967.3000000000001,32
06000,laboral,37,703.5,746.7,641.1,900.6,30
06000,laboral,38,645.0,651.4,545.6,748.2,30
06000,laboral,39,531.5,538.7333333333333,455.5,622.1,30
06000,laboral,40,459.0,473.76666666666665,393.7,573.9,30
06000,laboral,41,393.0,396.26666666666665,333.7,468.2,30
06000,laboral,42,367.5,359.73333333333335,293.6,431.90000000000003,30
06000,laboral,43,303.5,303.03333333333336,244.9,383.2,30
06000,laboral,44,303.0,294.8666666666667,243.5,347.40000000000003,30
06000,laboral,45,264.5,268.1,219.6,312.50000000000006,30
06000,laboral,46,269.5,264.4,209.8,316.6,30
06000,laboral,47,241.5,237.73333333333332,201.3,267.4,30
06000,laboral,48,252.0,252.83333333333334,201.9,314.8,30
06000,laboral,49,256.0,255.46666666666667,200.6,300.7,30
06000,laboral,50,232.5,245.46666666666667,206.4,307.4,30
06000,laboral,51,253.5,259.6,204.9,323.2,30
06000,laboral,52,242.0,246.88888888888889,206.8,285.40000000000003,27
06000,laboral,53,255.0,254.92592592592592,202.6,299.8,27
06000,laboral,54,257.0,258.18518518518516,207.8,306.4,27
06000,laboral,55,251.0,263.85185185185185,198.4,336.8,27
06000,laboral,56,270.0,276.0,225.2,323.40000000000003,27
06000,laboral,57,276.0,282.9259259259259,235.4,330.6,27
06000,laboral,58,270.0,286.3333333333333,246.8,340.8,27
06000,laboral,59,313.0,309.5925925925926,253.0,366.6,27
06000,laboral,60,351.0,347.4074074074074,288.2,411.20000000000005,27
06000,laboral,61,389.0,390.14814814814815,279.0,471.00000000000006,27
06000,laboral,62,467.0,457.0,367.8,536.2,27
06000,laboral,63,478.0,515.0,424.8,624.6,27
06000,laboral,64,617.0,628.7037037037037,530.2,748.8,27
06000,laboral,65,703.0,695.1851851851852,595.2,796.8,27
06000,laboral,66,785.0,787.2962962962963,661.2,920.0000000000001,27
06000,laboral,67,874.0,915.8888888888889,726.0,1144.2,27
06000,laboral,68,978.0,996.1851851851852,841.2,1131.2,27
06000,laboral,69,1051.0,1058.6666666666667,896.0,1274.2000000000003,27
06000,laboral,70,1143.0,1176.6296296296296,966.4,1460.6000000000001,27
06000,laboral,71,1174.0,1198.3333333333333,962.8,1447.2,27
